begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
01:58.2,02:00.5,1,,,,Hostess_W02,Hostess_W02,有问题来调解..来调解没问题,"Yǒu wèntí lái tiáojiě, lái tiáojiě méi wèntí ",If there is a problem come to mediate.. If you come to mediate then there will be no problem,,,,,,,,,,,,,,,,,,,,,,
02:00.5,02:03.1,1,,,,,Hostess_W02,大家好..欢迎收看江西卫视《金牌调解》,"dàjiā hǎo, huānyíng shōukàn jiāngxī wèishì “jīnpái tiáojiě” ","Hello everyone.. welcome to Jiangxi TV ""Gold Medal Mediation""",,,,,,,,,,,,,,,,,,,,,,
02:03.1,02:03.9,1,,,,,Hostess_W02,我是张艳,wǒ shì zhāng yàn ,I am Zhang Yan,,,,,,,,,,,,,,,,,,,,,,
02:03.9,02:06.5,1,,,,,Hostess_W02,欢迎本场调解员..胡剑云..胡老师,huānyíng běn chǎng tiáojiě yuán.. Hújiànyún.. Hú lǎoshī ,Welcome the master mediator.. Hu Jianyun.. Teacher Hu,,,,,,,,,,,,,,,,,,,,,,
02:06.5,02:07.6,1,,,,,Hostess_W02,欢迎您,huānyíng nín ,Welcome,,,,,,,,,,,,,,,,,,,,,,
02:07.6,02:09.6,1,,,,,Hostess_W02,欢迎场上的观察员们,huānyíng chǎng shàng de guāncháyuánmen ,Welcome today's observers,,,,,,,,,,,,,,,,,,,,,,
02:09.6,02:10.6,1,,,,,Hostess_W02,欢迎大家,huānyíng dàjiā ,Hello everybody,,,,,,,,,,,,,,,,,,,,,,
02:10.6,02:12.8,1,,,,,Hostess_W02,欢迎场上的一对当事人,huānyíng chǎng shàng de yī duì dāngshìrén ,Welcome today's disputants,,,,,,,,,,,,,,,,,,,,,,
02:12.8,02:15.7,1,,,,,Hostess_W02,是一对夫妻...刘女士和李先生,shì yī duì fūqī... Liú nǚshì hé lǐ xiānshēng ,It's a couple...Ms. Liu and Mr. Li,,,,,,,,,,,,,,,,,,,,,,
02:15.7,02:19.0,1,,,,,Hostess_W02,两位今天来到《金牌调解》...要解决什么问题,liǎng wèi jīntiān lái dào “jīnpái tiáojiě”... Yào jiějué shénme wèntí,"The two of you came to ""Gold Medal Mediation"" today...what problem to solve",,,,,,,,,,,,,,,,,,,,,,
02:19.0,02:21.5,2,,,,Wife_W02_WW,Wife_W02_WW,我是..要离婚,Wǒ shì.. Yào líhūn ,I.. want a divorce,hostess,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,离婚,,,expand:entertain,我是要,
02:21.5,02:23.6,2,,,,,Wife_W02_WW,已经起诉离婚,yǐjīng qǐsù líhūn ,(I) have sued for divorce,hostess,,,,,,,,,,relationship,-ve,appreciation,invoke,evoke,,,,,contract:proclaim,已经,
02:23.6,02:25.5,2,,,,,Wife_W02_WW,他不愿意离婚,tā bù yuànyì líhūn ,He is not willing to divorce,hostess,,,,,,,,,,antagonist,-ve,affect,inscribe,,observed,,,,monoglossic,,
02:25.5,02:30.2,2,,,,,Wife_W02_WW,就在前几天(1.05)小孩的一句话,jiù zài qián jǐ tiān (1.05) Xiǎohái de yījù huà,Just a few days ago (1.05) my child said a sentence,hostess,,,,,,,,,,,,,,,,,,,,,
02:30.2,02:35.0,2,,,,,Wife_W02_WW,小孩说妈妈我不想...别人说我没有爸妈的孩子, xiǎohái shuō māmā wǒ bùxiǎng... Biérén shuō wǒ méiyǒu bà mā de háizi ,My child said that mom I don’t want to...others say that I am a child without parents,hostess,,,,,,,,,,relationship,-ve,appreciation,invoke,quotation:other,,,,,expand:attribute,小孩说,
02:35.0,02:38.7,2,,,,,Wife_W02_WW,所以...我心里也...犹豫起来了,suǒyǐ... Wǒ xīnlǐ yě... Yóuyù qǐláile ,So... in my heart… I start to hesitate,hostess,,,,,,,,,,self,-ve,affect,inscribe,,other,犹豫,,,contract:proclaim,,
02:38.7,02:43.1,2,,,,,Wife_W02_WW,呃想让各位老师...帮我...分析,è xiǎng ràng gèwèi lǎoshī... Bāng wǒ... Fēnxī ,eh I want to let the teachers... help me... Analyze,hostess,,,,,,,,,,,,,,,,,,,,,
02:43.1,02:46.8,2,,,,,Wife_W02_WW,看我这段婚姻...有必要再...继续吗,kàn wǒ zhè duàn hūnyīn... Yǒu bìyào zài... Jìxù ma,to see if my marriage... is it necessary to... Continue,hostess,,,,,,,,,,relationship,-ve,appreciation,invoke,irrealis Affect,,婚姻继续,,,expand:entertain,有必要吗,
02:48.8,02:52.1,3,,,,Hostess_W02,Hostess_W02,那你觉得你们的婚姻走到今天最大的原因是什么,Nà nǐ juédé nǐmen de hūnyīn zǒu dào jīntiān zuìdà de yuányīn shì shénme ,What do you think is the biggest reason for your marriage to end up like this today?,wife,,,,,,,,,,,,,,,,,,,,,
02:52.8,02:56.1,4,,,,Wife_W02_WW,Wife_W02_WW,我...对这段生活很恐惧,wǒ... Duì zhè duàn shēnghuó hěn kǒngjù ,I am very terrified by this life,hostess,,,,,,,,,,relationship,-ve,appreciation,invoke,attitudinal token,other,恐惧,up:isolated,很,monoglossic,,
02:56.1,02:57.9,4,,,,,Wife_W02_WW,很绝望,hěn juéwàng,Very desperate,hostess,,,,,,,,,,relationship,-ve,appreciation,invoke,attitudinal token,other,绝望,up:isolated,很,monoglossic,,
02:58.9,02:59.9,5,,,,Husband_W02_AH,Husband_W02_AH,怎么说呢,Zěnme shuō ne ,how to say,hostess,,,,,,,,,,,,,,,,,,,,,
02:59.9,03:02.2,5,,,,,Husband_W02_AH,大家没有共同经..经营好婚姻,dàjiā méiyǒu gòngtóng jīng.. Jīngyíng hǎo hūnyīn ,We didn't jointly manage.. manage the marriage well,hostess,,,,,,,,,,couple,-ve,judgement,invoke,denial,,没有,,,monoglossic,,
03:03.1,03:05.0,6,,,,Hostess_W02,Hostess_W02,你是认为双方都有责任,nǐ shì rènwéi shuāngfāng dōu yǒu zérèn ,Do you think both parties are responsible,husband,,,,,,,,,,,,,,,,,,,,,
03:05.0,03:05.5,7,,,,Husband_W02_AH,Husband_W02_AH,对,duì ,Yes,hostess,,,,,,,,,,couple,-ve,judgement,invoke,affirmation,,有责任,,,monoglossic,,
03:06.3,03:10.9,7,,,,,Husband_W02_AH,今天来这里希望各位老师..看看我们的婚姻,jīntiān lái zhèlǐ xīwàng gèwèi lǎoshī.. Kàn kàn wǒmen de hūnyīn ,I come here today and hope you all the teachers.. take a look at our marriage,hostess,,,,,,,,,,,,,,,,,,,,,
03:10.9,03:12.2,7,,,,,Husband_W02_AH,哪里出差错,nǎlǐ chū chāi cuò ,What went wrong,hostess,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,出错,,,expand:entertain,哪里,
03:12.2,03:14.5,7,,,,,Husband_W02_AH,为孩子..为自己..和好,wèi háizi.. Wèi zìjǐ.. Hé hǎo,For the sake of my child..for myself.. to reconciliate,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,为孩子,,,monoglossic,,
03:15.5,03:29.5,7,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
03:29.5,03:32.5,8,,,,Husband_W02_AH,Husband_W02_AH,当时在她那个..胆结石..住院,Dāngshí zài tā nàgè.. Dǎn jiéshí.. Zhùyuàn ,At that time she was..because of gallstones.. She was hospitalized,hostess,,,,,,,,,,,,,,,,,,,,,
03:32.5,03:34.8,8,,,,,Husband_W02_AH,她..回老家养病里以后吧,tā.. Huílǎojiā yǎngbìng lǐ yǐhòu ba,She.. after she went back to her hometown to recover from the illness,hostess,,,,,,,,,,,,,,,,,,,,,
03:35.1,03:52.6,8,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
03:53.4,03:55.9,9,,,,Husband_W02_AH,Husband_W02_AH,我那时是..出去去..要账,Wǒ nà shí shì.. Chūqù qù.. Yào zhàng,I was.. went out.. to collect debts,hostess,,,,,,,,,,,,,,,,,,,,,
03:55.9,03:57.8,9,,,,,Husband_W02_AH,回来的路上一直在打电话,Huílái de lùshàng yīzhí zài dǎ diànhuà,"On my way back home, I kept calling her all the time ",hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,一直,,,monoglossic,,
03:57.8,03:58.9,9,,,,,Husband_W02_AH,打了一个多小时,Dǎle yīgè duō xiǎoshí,I had called her for more than an hour ,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,一个多小时,,,monoglossic,,
03:58.9,04:01.3,9,,,,,Husband_W02_AH,结果呢人家一直在通话中,jiéguǒ ne rénjiā yì zhí zài tōnghuà zhōng,The result was her line had been busy all the time,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,我/她,up:isolated,一直,contract:disclaim,结果呢,
04:01.3,04:05.3,9,,,,,Husband_W02_AH,甚至我到家了..她马上给我挂..挂了,Shènzhì wǒ dàojiāle.. Tā mǎshàng gěi wǒ guà.. Guàle,Even that when I got home.. she immediately hung up.. hung up the phone,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,通话/挂了,up:isolated,马上,contract:disclaim,甚至,
04:05.3,04:08.7,9,,,,,Husband_W02_AH,我问她是跟谁打电话的,Wǒ wèn tā shì gēn shéi dǎ diànhuà de ,I asked who she was calling,hostess,,,,,,,,,,,,,,,,,,,,,
04:08.7,04:10.4,9,,,,,Husband_W02_AH,她说..是朋友,tā shuō.. Shì péngyǒu ,She said.. is a friend,hostess,,,,,,,,,,,,,,,,,,,,,
04:10.4,04:11.5,9,,,,,Husband_W02_AH,我说给我看看,wǒ shuō gěi wǒ kàn kàn ,I said show me,hostess,,,,,,,,,,,,,,,,,,,,,
04:11.5,04:12.6,9,,,,,Husband_W02_AH,她不让我看,tā bù ràng wǒ kàn ,She wouldn't let me see,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不让,,,monoglossic,,
04:12.6,04:15.1,9,,,,,Husband_W02_AH,结果当天我们就吵架了,jiéguǒ dàngtiān wǒmen jiù chǎojiàle ,The result was we quarreled on that very day,hostess,,,,,,,,,,couple,-ve,judgement,inscribe,,,吵架,,,contract:disclaim,结果,
04:15.1,04:18.1,9,,,,,Husband_W02_AH,吵架以后..直接她搬到另外一个房间去睡了,chǎojià yǐhòu.. Zhíjiē tā bān dào lìngwài yīgè fángjiān qù shuì le,After the quarrel.. she moved to sleep in another room,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,搬,up:isolated,直接,contract:disclaim,直接,
04:18.1,04:22.3,9,,,,,Husband_W02_AH,过了几天...我那个刚好起床..上厕所嘛,guò le jǐ tiān... Wǒ nàgè gānghǎo qǐchuáng.. Shàng cèsuǒ ma ,After a few days... I just got up... to go to the bathroom,hostess,,,,,,,,,,,,,,,,,,,,,嘛
04:22.3,04:24.2,9,,,,,Husband_W02_AH,我半夜看到她在玩手机,wǒ bànyè kàn dào tā zài wán shǒujī ,I saw her playing on the phone in the middle of the night,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
04:24.2,04:26.3,9,,,,,Husband_W02_AH,我走过去了,wǒ zǒu guòqùle ,I walked over,hostess,,,,,,,,,,,,,,,,,,,,,
04:26.3,04:28.8,9,,,,,Husband_W02_AH,顺便把她手机从手上夺过来,shùnbiàn bǎ tā shǒujī cóng shǒu shàng duó guòlái ,I grabbed her phone from her hand,hostess,,,,,,,,,,,,,,,,,,,,,
04:28.8,04:30.6,9,,,,,Husband_W02_AH,看到个..她跟人家聊..天,kàn dào gè.. Tā gēn rénjiā liáo.. Tiān,I saw one.. she was chatting ..to someone,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
04:30.7,04:33.0,10,,,,Hostess_W02,Hostess_W02,有什么不对的你看到了,Yǒu shé me bùduì de nǐ kàn dàole ,Did you see something wrong,husband,,,,,,,,,,,,,,,,,,,,,
04:33.0,04:34.1,11,,,,Husband_W02_AH,Husband_W02_AH,当时是没有,dāngshí shì méiyǒu ,Not really at that time,hostess,,,,,,,,,,,,,,,,,,,,,
04:34.1,04:35.2,11,,,,,Husband_W02_AH,我也是跟她说清楚,wǒ yěshì gēn tā shuō qīngchǔ ,I also told her clearly,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,说清楚,,,contract:proclaim,也,
04:35.2,04:38.8,11,,,,,Husband_W02_AH,我说...我..不想你..招惹..乱七八糟招惹,wǒ shuō... Wǒ.. Bùxiǎng nǐ.. Zhāorě.. Luànqībāzāo zhāorě,I said... I.. don't want you.. to engage.. to engage with a guy who came from nowhere,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,
04:38.8,04:39.7,12,,,,Hostess_W02,Hostess_W02,对方是,Duìfāng shì ,The other side was,husband,,,,,,,,,,,,,,,,,,,,,
04:39.7,04:40.4,13,,,,Husband_W02_AH,Husband_W02_AH,男的,nán de ,A man,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,男,,,monoglossic,,
04:40.4,04:42.1,13,,,,,Husband_W02_AH,肯定有事,kěndìng yǒushì ,There must be something wrong,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,有事,,,contract:proclaim,肯定,
04:42.1,04:44.3,13,,,,,Husband_W02_AH,没事不可能说半夜三更去聊天,méishì bù kěnéng shuō bànyèsāngēng qù liáotiān ,If nothing was wrong it's impossible for them to chat in the middle of the night,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,半夜三更,,,contract:proclaim,不可能,
04:44.8,04:47.4,14,,,,Hostess_W02,Hostess_W02,刘女士有给你一个解释吗,liú nǚshì yǒu gěi nǐ yīgè jiěshì ma ,Did Ms. Liu give you an explanation,husband,,,,,,,,,,,,,,,,,,,,,吗
04:47.4,04:47.8,15,,,,Husband_W02_AH,Husband_W02_AH,没有,méiyǒu,No,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没有解释,,,monoglossic,,
04:47.4,04:48.6,16,,,,Hostess_W02,Hostess_W02,或者给你一个说法,Huòzhě gěi nǐ yīgè shuōfǎ ,Or gave you an explanation,husband,,,,,,,,,,,,,,,,,,,,,
04:49.0,04:50.7,17,,,,Husband_W02_AH,Husband_W02_AH,一直反正吵吵到现在,yīzhí fǎnzhèng chāochao dào xiànzài ,We've been quarelling about his until now anyway,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,吵吵,up:isolated,一直,contract:proclaim,反正,
04:50.7,04:51.6,17,,,,,Husband_W02_AH,一直没个解释,yīzhí méi gè jiěshì ,There has been no explanation,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,没解释,up:isolated,一直,monoglossic,,
04:52.8,04:53.5,18,,,,Hostess_W02,Hostess_W02,刘女士,liú nǚshì,Ms. Liu,wife,,,,,,,,,,,,,,,,,,,,,
04:54.0,04:55.9,19,,,,Wife_W02_WW,Wife_W02_WW,是的...有这个一回事,Shì de... Yǒu zhège yī huí shì ,Yes…there was such an incident,hostess,,,,,,,,,,,,,,,,,,,,,
04:55.9,04:57.6,19,,,,,Wife_W02_WW,我..身体不好,wǒ.. Shēntǐ bù hǎo ,I.. was not in good health,hostess,,聊天,VoE,如何认识,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE,,,,,,,,,,,,
04:57.6,04:58.9,19,,,,,Wife_W02_WW,回家休养两个月,huí jiā xiūyǎng liǎng gè yuè ,I went back to my natal family and rested for two months,hostess,,,,,,,,,,,,,,,,,,,,,
04:58.9,05:00.5,19,,,,,Wife_W02_WW,就认识了这样一个朋友,jiù rènshíle zhèyàng yīgè péngyǒu ,There I met such a friend,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,朋友,,,monoglossic,,
05:00.5,05:05.0,19,,,,,Wife_W02_WW,我只是..心情非常低落的时候..跟朋友说说话,wǒ zhǐshì.. Xīnqíng fēicháng dīluò de shíhòu.. Gēn péngyǒu shuō shuōhuà ,I just.. when I feel very down.. talk to this friend,hostess,,聊天,IVoE,跟朋友说话,replace with an alternative interpretation,replace,IVoE,Yes,VoE; IVoE,self,+ve,judgement,invoke,attitudinal token,antagonist,心情低落,up:isolated,非常,contract:proclaim,只是,
05:05.0,05:06.3,19,,,,,Wife_W02_WW,比较聊得来一点,bǐjiào liáo dé lái yīdiǎn ,I can relatively be a bit open with him,hostess,,,,,,,,,,intruder,+ve,appreciation,inscribe,,,聊得来,down:isolated,比较,monoglossic,,
05:06.3,05:07.7,19,,,,,Wife_W02_WW,说说话而已,shuō shuōhuà éryǐ ,Just t-talk,hostess,,聊天,IVoE,跟朋友说话,replace with an alternative interpretation,replace,IVoE,Yes,VoE; IVoE,self,+ve,judgement,invoke,up-scaling,,说话,down:infused,而已,contract:proclaim,而已,
05:07.7,05:08.9,19,,,,,Wife_W02_WW,就觉得也没什么,jiù juédé yě méishénme,I think it's nothing wrong,hostess,,聊天,IVoE,没什么,replace with an alternative interpretation,replace,IVoE,Yes,VoE; IVoE,self,+ve,judgement,invoke,denial,,没什么,,,expand:entertain,觉得,
05:08.9,05:10.8,20,,,,Hostess_W02,Hostess_W02,跟对方是怎么认识的,Gēn duìfāng shì zěnme rènshí de ,How did you meet each other,wife,,,,,,,,,,,,,,,,,,,,,
05:10.8,05:14.4,21,,,,Wife_W02_WW,Wife_W02_WW,我在家调养身体的时候...对方..来我们家,wǒ zàijiā tiáoyǎng shēntǐ de shíhòu... Duìfāng.. Lái wǒmen jiā ,When I recovered at home... the guy.. came to our house,hostess,,,,,,,,,,,,,,,,,,,,,
05:14.4,05:17.0,21,,,,,Wife_W02_WW,他..推销..光伏..太阳能,tā.. Tuīxiāo.. Guāngfú.. Tàiyángnéng ,He..sells..photovoltaics...solar panels,hostess,,,,,,,,,,,,,,,,,,,,,
05:17.0,05:18.6,21,,,,,Wife_W02_WW,就这样认识的,jiù zhèyàng rènshí de ,we got to know just like this,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,认识,,,contract:proclaim,就这样,
05:18.6,05:20.8,21,,,,,Wife_W02_WW,有时候..彼此问候一下,yǒu shíhòu.. Bǐcǐ wènhòu yīxià ,Sometimes.. we greet each other,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,问候,down:isolated,一下,monoglossic,,
05:20.8,05:22.5,21,,,,,Wife_W02_WW,能说话的朋友..就这样,néng shuōhuà de péngyǒu.. Jiù zhèyàng ,A friend who I can talk to.. that's it,hostess,,,,,,,,,,intruder,+ve,appreciation,invoke,evoke,,朋友,down:isolated,就这样,contract:proclaim,就这样,
05:22.5,05:23.7,21,,,,,Wife_W02_WW,别的也没什么,bié de yě méishénme,Nothing else,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没什么,down:isolated,别的,contract:proclaim,也,
05:24.0,05:27.6,22,,,,Hostess_W02,Hostess_W02,所以你..那么..一个多小时的通话..就是跟他在聊天,Suǒyǐ nǐ.. Nàme.. Yīgè duō xiǎoshí de tōnghuà.. Jiùshì gēn tā zài liáotiān ,So you.. then.. more than one hour of telephone conversation.. just to chat with him,wife,,,,,,,,,,,,,,,,,,,,,
05:27.5,05:28.7,23,,,,Wife_W02_WW,Wife_W02_WW,是啊,shì a ,Exactly,hostess,,,,,,,,,,,,,,,,,,,,,
05:28.7,05:33.5,23,,,,,Wife_W02_WW,我们..聊的..也是说..我是做生意,wǒmen.. Liáo de.. Yěshì shuō.. Wǒ shì zuò shēngyì ,We.. chat.. that is to say.. I am business woman,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,生意,,,monoglossic,,
05:33.5,05:35.9,23,,,,,Wife_W02_WW,经常说一些生意上的,jīngcháng shuō yīxiē shēngyì shàng de ,We always chat something about doing business,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,生意,down:isolated,一些,monoglossic,,
05:35.9,05:39.1,23,,,,,Wife_W02_WW,还有有时候..他也..会..问一下我..吃饭没有,hái yǒu yǒu shíhòu.. Tā yě.. Huì.. Wèn yīxià wǒ.. Chīfàn méiyǒu ,And sometimes.. he also.. will.. ask me if.. I had eaten,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,quotation:other,,他问,down:isolated,一下,monoglossic,,
05:39.1,05:40.2,23,,,,,Wife_W02_WW,或者怎么样,huòzhě zěnme yàng ,Or how I was going,hostess,VoE,,,,,,,,,,,,,,,,,,,,
05:40.2,05:46.1,23,,,,,Wife_W02_WW,因为..不在同一个城市..就这样..说说生活上的一些..什么,yīnwèi.. Bùzài tóng yīgè chéngshì.. Jiù zhèyàng.. Shuō shuō shēnghuó shàng de yīxiē.. Shénme ,Because.. we are in different cities.. just like this.. to chat about something happened in life.. things like this,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,说生活,down:isolated,一些,monoglossic,,
05:46.1,05:47.6,24,,,,Hostess_W02,Hostess_W02,都是生活的琐事,dōu shì shēnghuó de suǒshì ,All about trivial things in life,wife,,,,,,,,,,,,,,,,,,,,,
05:47.6,05:48.6,25,,,,Wife_W02_WW,Wife_W02_WW,是,shì ,Yes,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmation,,琐事,,,monoglossic,,
05:48.6,05:50.7,26,,,,Husband_W02_AH,Husband_W02_AH,她不纯粹说是吃饭没有,tā bù chúncuì shuō shì chīfàn méiyǒu ,She didn't simply talk about whether they had eaten,hostess,,聊天内容,VoE,不纯粹是,present the VE as questionable,challenge,VoE,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,denial,,不,up:isolated,纯粹,monoglossic,,
05:50.7,05:53.0,26,,,,,Husband_W02_AH,一个人..我跟你说..跟人家聊天,yīgè rén.. Wǒ gēn nǐ shuō.. Gēn rénjiā liáotiān ,When a person.. let me tell you.. when a person chats with people,hostess,,,,,,,,,,,,,,,,,,,,,
05:53.0,05:55.2,26,,,,,Husband_W02_AH,就..会简简单单说个问候,jiù.. Huì jiǎn jiǎndān dān shuō gè wènhòu ,Just.. simply say hi,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,问候,up:isolated,简简单单,contract:disclaim,就,
05:55.2,05:56.5,26,,,,,Husband_W02_AH,你吃饭没有啊,nǐ chīfàn méiyǒu a ,Have you eaten,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,啊
05:56.5,05:58.3,26,,,,,Husband_W02_AH,能能..能说..那么长时间吗,néng néng.. Néng shuō.. Nàme cháng shíjiān ma ,Can can.. can they.. say that for such a long time,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,能……吗,,,contract:proclaim,能……吗,吗
05:58.3,06:01.4,26,,,,,Husband_W02_AH,不可能说了一个小时..两个小时..在谈的,bù kěnéng shuōle yīgè xiǎoshí.. Liǎng gè xiǎoshí.. Zài tán de ,It's impossible for them to talk for one hour.. two hours.. to talk about this,hostess,,聊天内容,VoE,不可能,present the VE as questionable,challenge,VoE,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,denial,,不可能,up:isolated,两个小时,monoglossic,,
05:59.0,05:59.5,27,,,,Hostess_W02,Hostess_W02,所以,suǒyǐ ,So,husband,,,,,,,,,,,,,,,,,,,,,
06:01.4,06:03.9,28,,,,Husband_W02_AH,Husband_W02_AH,我感觉是..有情况,wǒ gǎnjué shì.. Yǒu qíngkuàng,I feel that.. there's something wrong,hostess,,聊天内容,VoE,有情况,reorient to an interpretation /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE,antagonist,-ve,judgement,inscribe,,,有情况,,,expand:entertain,感觉,
06:05.1,06:19.1,28,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
06:19.1,06:20.0,29,,,,Husband_W02_AH,Husband_W02_AH,查过电话吧,Cháguò diànhuà ba ,I have checked her call history,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,查电话,,,monoglossic,,吧
06:20.0,06:21.6,29,,,,,Husband_W02_AH,放录音..录音笔吧,fàng lùyīn.. Lùyīn bǐ ba ,I have put a recorder..a recorder pen,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,放录音笔,,,monoglossic,,
06:21.6,06:23.0,29,,,,,Husband_W02_AH,反正路上跟踪吧,fǎnzhèng lùshàng gēnzōng ba ,Anyway I have followed the her ,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,跟踪,,,monoglossic,,
06:23.0,06:23.9,29,,,,,Husband_W02_AH,啥东西都做,shà dōngxī dū zuò ,I have done everything,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,都,up:isolated,啥东西,monoglossic,,
06:23.9,06:25.4,29,,,,,Husband_W02_AH,能做的我..基本都做了,néng zuò de wǒ.. Jīběn dōu zuòle,Whatever I can do..I have done almost everything,hostess,,,,,,,,,,self,+ve,judgement,invoke,up-scaling,,都,up:isolated,能做到,expand:entertain,基本,
06:25.4,06:35.2,29,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
06:35.2,06:39.6,30,,,,Husband_W02_AH,Husband_W02_AH,你像出去吧...找..公用电话..给人家..打电话,Nǐ xiàng chūqù ba... Zhǎo.. Gōngyòng diànhuà.. Jǐ rénjiā.. Dǎ diànhuà ,Things like going out...finding..a public phone..to call.. that guy,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,找公用电话,,,monoglossic,,
06:39.6,06:43.4,30,,,,,Husband_W02_AH,你说一个正常人..需要到公用电话去打吗,nǐ shuō yīgè zhèngcháng rén.. Xūyào dào gōngyòng diànhuà qù dǎ ma ,You tell if it were a normal person.. do you need to go to a public phone to call,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,吗,,,contract:proclaim,吗,吗
06:43.4,06:46.7,30,,,,,Husband_W02_AH,即使打个电话..你真的普通朋友..当着我的面打,jíshǐ dǎ gè diànhuà.. Nǐ zhēn de pǔtōng péngyǒu.. Dāngzhe wǒ de miàn dǎ ,Even if you make a phone call.. If it is your real ordinary friend.. call in front of me,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,普通朋友,up:isolated,真的,contract:proclaim,即使,
06:46.7,06:47.8,30,,,,,Husband_W02_AH,我根本无所谓,wǒ gēnběn wúsuǒwèi,I don't care at all,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,denial,,无所谓,up:isolated,根本,contract:proclaim,根本,
06:48.6,06:51.2,31,,,,Wife_W02_WW,Wife_W02_WW,他越对我这样...我心情越..低落,Tā yuè duì wǒ zhèyàng... Wǒ xīnqíng yuè.. Dīluò,The more he treats me like this... the lower my mood...,hostess,,当我面打,IVoE,心情低落,reorient to an explicit assessment,reorient,ExAss,Yes,VoE; IVoE,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,低落,up:isolated,越,contract:proclaim,越……越,
06:51.2,06:52.6,31,,,,,Wife_W02_WW,我..别的也没什么,Wǒ.. Bié de yě méishénme,I..had no other intensions,hostess,,当我面打,IVoE,没什么,replace with an alternative interpretation,replace,IVoE,Yes,VoE; IVoE,self,+ve,judgement,invoke,denial,,没什么,down:isolated,别的,monoglossic,,
06:52.6,06:54.4,31,,,,,Wife_W02_WW,就想跟人家说说话那种, jiù xiǎng gēn rénjiā shuō shuōhuà nà zhǒng ,I just wanted to talk to that guy,hostess,,,,,,,,,,self,+ve,judgement,invoke,irrealis Affect,,想,down:isolated,那种,contract:proclaim,就,
